 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
-55,-69,-6,-8,-5.97691e-07,-2.25483e-07,1.0598e-06,1.50046e-07,-9.7322e-07,0.954272,5.10159e-06,95,219,-6,8,-61,-77
-50,-69,-6.00001,-8,-2.21571e-07,3.5957e-07,6.2988e-07,4.97507e-07,-3.59507e-07,1.15798,0,100,219,-6.00001,8,-56,-77
-45,-69,-6.00002,-8,3.30675e-07,5.54471e-07,3.30775e-07,6.42258e-07,2.42888e-07,1.08282,1.02333e-05,105,219,-6.00001,8,-51,-77
-40,-69,-6.00001,-7.99998,1.1716e-06,6.40309e-07,-5.35789e-07,1.28323e-06,5.28682e-07,-0.394807,0,110,219,-6.00001,7.99999,-46,-77
-35,-69,-6,-8,1.62274e-06,6.55457e-07,-1.43321e-06,2.00364e-06,2.74556e-07,-0.488556,5.32208e-06,115,219,-6,8,-41,-77
-30,-69,-5.99999,-8,9.7671e-07,6.03681e-07,-1.48236e-06,1.55448e-06,2.59066e-08,-0.662135,1.66283e-06,120,219,-5.99999,7.99999,-36,-77
-25,-69,-5.99984,-8.00009,-3.21091e-07,4.21052e-07,-5.18189e-07,5.02556e-07,-4.02594e-07,-1.26603,0,125,219,-5.99984,8.00009,-30.9998,-77.0001
-20,-69,-6,-8.00002,-1.06074e-06,2.69401e-07,2.8547e-07,2.84545e-07,-1.07589e-06,1.46509,3.36431e-06,130,219,-6,8.00001,-26,-77
-15,-69,-6,-8,-6.47149e-07,2.18512e-08,4.366e-07,8.67823e-08,-7.1208e-07,1.28169,6.57624e-06,135,219,-6,8,-21,-77
-10,-69,-6,-8,6.9438e-07,1.32637e-07,-4.63774e-07,7.77734e-07,4.92825e-08,-0.345078,0,140,219,-5.99999,8,-16,-77
-5,-69,-6.00002,-8,1.70686e-06,4.04917e-07,-1.46624e-06,2.03631e-06,7.54666e-08,-0.42234,8.86536e-06,145,219,-6.00001,8,-11,-77
0,-69,-5.99998,-8,1.38056e-06,1.06174e-06,-2.0506e-06,2.25877e-06,1.83531e-07,-0.708276,3.1358e-06,150,219,-5.99999,8,-5.99998,-77
5,-69,-6,-7.99998,1.17374e-07,1.51627e-06,-1.49706e-06,1.84129e-06,-2.07639e-07,-1.16116,2.19214e-06,155,219,-6,7.99999,-1,-77
10,-69,-6,-8,-1.28147e-06,1.58736e-06,-4.05833e-07,1.60164e-06,-1.29576e-06,-1.50053,4.69764e-06,160,219,-6,8,4,-77
15,-69,-5.99998,-8,-2.03385e-06,1.04855e-06,8.80221e-07,1.11016e-06,-2.09546e-06,1.43172,6.96915e-06,165,219,-5.99999,8,9.00002,-77
20,-69,-5.99998,-8,-1.75289e-06,5.70548e-07,1.0745e-06,6.88762e-07,-1.8711e-06,1.35421,0,170,219,-5.99999,8,14,-77
25,-69,-6,-8,-9.05802e-07,2.45867e-07,5.5032e-07,3.08232e-07,-9.68167e-07,1.34791,3.48708e-06,175,219,-6,8,19,-77
30,-69,-6,-8,-5.80018e-07,2.16716e-07,-7.60355e-08,2.18526e-07,-5.81828e-07,-1.52322,0,180,219,-6,8,24,-77
35,-69,-6,-8,-6.77151e-07,3.25891e-08,-6.79388e-08,3.42112e-08,-6.78773e-07,-1.52308,3.51769e-06,185,219,-6,8,29,-77
40,-69,-6,-8,-6.17197e-07,-2.55172e-07,1.78698e-07,-2.34321e-07,-6.38047e-07,1.34154,0,190,219,-6.00001,8,34,-77
45,-69,-6.00005,-8,-1.50003e-07,-4.06778e-07,6.45045e-07,6.87466e-08,-6.25527e-07,0.595976,6.69931e-06,195,219,-6.00004,8.00001,39,-77
50,-69,-6,-8,5.21224e-07,-3.45616e-07,1.00372e-06,7.50916e-07,-5.75309e-07,0.429223,2.91056e-06,200,219,-5.99999,8,44,-77
55,-69,-6,-8,1.10179e-06,-1.46664e-07,1.0735e-06,1.30083e-06,-3.45698e-07,0.355095,5.25085e-06,205,219,-6,7.99999,49,-77
60,-69,-5.99998,-8,1.06024e-06,-1.03076e-08,2.21449e-08,1.06035e-06,-1.04222e-08,0.0103413,4.82697e-06,210,219,-5.99999,7.99999,54,-77
65,-69,-5.99998,-7.99998,5.18493e-07,9.69458e-08,-1.50187e-06,1.08768e-06,-4.72237e-07,-0.648578,0,215,219,-5.99999,7.99999,59,-77
70,-69,-6,-8,6.02977e-08,1.02713e-07,-1.90799e-06,1.03574e-06,-8.72725e-07,-0.796512,0,220,219,-6,8,64,-77
75,-69,-6.00005,-8.00018,-1.12161e-07,1.98289e-07,-1.071e-06,6.00606e-07,-5.14478e-07,-0.926467,0,225,219,-6.00004,8.00019,69,-77.0002
80,-69,-6,-8.00002,-1.22145e-07,1.41833e-07,1.48626e-07,1.61315e-07,-1.41627e-07,1.3144,0,230,219,-6,8.00001,74,-77
85,-69,-5.99998,-8.00003,-6.06418e-08,-1.42928e-07,3.96383e-07,1.00632e-07,-3.04202e-07,0.683056,9.69261e-06,235,219,-5.99998,8.00003,79,-77
90,-69,-6,-8.00002,-1.89704e-07,-8.93355e-07,-8.95966e-08,-1.86864e-07,-8.96195e-07,-0.0633248,5.34649e-06,240,219,-6,8.00002,84,-77
95,-69,-6,-8.00002,-1.98644e-07,-1.55608e-06,-3.20949e-07,-1.79931e-07,-1.5748e-06,-0.116087,4.59766e-06,245,219,-6,8.00002,89,-77
100,-69,-6.00002,-8.00003,2.99454e-08,-1.79513e-06,1.56292e-07,3.32854e-08,-1.79847e-06,0.0427137,7.99537e-06,250,219,-6.00001,8.00003,94,-77
105,-69,-6.00002,-8,3.87268e-07,-1.36105e-06,4.19813e-07,4.12116e-07,-1.3859e-06,0.117831,0,255,219,-6.00002,8,99,-77
110,-69,-5.99992,-8.00014,6.03662e-07,-8.19385e-07,4.33525e-07,6.35947e-07,-8.5167e-07,0.147857,0,260,219,-5.99993,8.00013,104,-77.0001
115,-69,-6,-8.00002,2.85008e-07,-4.10386e-07,5.93459e-07,3.94413e-07,-5.19791e-07,0.353236,1.00594e-05,265,219,-6.00001,8.00001,109,-77
120,-69,-5.99988,-8.00006,-3.51881e-07,-1.36081e-07,9.45973e-07,2.41157e-07,-7.29119e-07,0.897542,0,270,219,-5.99988,8.00006,114,-77.0001
125,-69,-6,-8,-1.06187e-06,4.6038e-07,1.07839e-06,6.32015e-07,-1.2335e-06,1.26262,3.19944e-06,275,219,-6.00001,8,119,-77
130,-69,-6,-8,-7.99427e-07,1.72562e-06,5.0529e-07,1.75065e-06,-8.24457e-07,1.47205,2.99038e-06,280,219,-6,8,124,-77
-135,-74,0,0,0,0,0,0,0,0,-1,15,224,0,0,-135,-74
-130,-74,-5.99999,-7.99998,0,0,0,0,0,0,-1,20,224,-5.99999,7.99998,-136,-82
-125,-74,-6.00001,-7.99997,-5.52718e-06,-6.57107e-07,4.23612e-06,1.35174e-07,-6.31946e-06,1.21285,1.2727e-05,25,224,-6,7.99997,-131,-82
-120,-74,-5.9999,-8.00008,-8.46187e-07,4.74308e-07,-4.63472e-07,5.13795e-07,-8.85674e-07,-1.40202,0,30,224,-5.99989,8.00008,-126,-82.0001
-115,-74,-5.99991,-8.00006,6.38976e-07,6.39443e-07,-1.98517e-06,1.6318e-06,-3.53376e-07,-0.785516,0,35,224,-5.99991,8.00006,-121,-82.0001
-110,-74,-5.99991,-8.00003,5.62718e-07,3.87754e-07,-2.18126e-06,1.56937e-06,-6.18896e-07,-0.745378,0,40,224,-5.99991,8.00003,-116,-82
-105,-74,-5.99991,-8.00003,-7.52604e-07,3.18668e-07,-1.67885e-06,7.78791e-07,-1.21273e-06,-1.06938,0,45,224,-5.99991,8.00002,-111,-82
-100,-74,-5.99995,-8.00006,-1.88661e-06,5.62462e-07,-7.68708e-07,6.21366e-07,-1.94551e-06,-1.41873,0,50,224,-5.99995,8.00006,-106,-82.0001
-95,-74,-5.99995,-8.00006,-2.18065e-06,6.52734e-07,4.90009e-07,6.73764e-07,-2.20168e-06,1.48517,0,55,224,-5.99995,8.00007,-101,-82.0001
-90,-74,-5.99998,-8.00003,-1.40191e-06,-5.23775e-08,1.90661e-06,4.40804e-07,-1.89509e-06,1.09337,1.2083e-05,60,224,-5.99998,8.00003,-96,-82
-85,-74,-5.99997,-8.00006,-9.12297e-08,-1.45643e-06,2.41586e-06,6.13628e-07,-2.16128e-06,0.528218,0,65,224,-5.99997,8.00005,-91,-82.0001
-80,-74,-5.99998,-7.99997,3.64923e-07,-2.36481e-06,2.03111e-06,7.01295e-07,-2.70118e-06,0.319847,8.25406e-06,70,224,-5.99999,7.99997,-86,-82
-75,-74,-5.99988,-8.00008,-2.63759e-07,-2.36833e-06,1.63883e-06,1.76502e-08,-2.64974e-06,0.330808,0,75,224,-5.99988,8.00008,-80.9999,-82.0001
-70,-74,-5.99999,-8,-1.16535e-06,-1.50375e-06,1.32059e-06,-6.52918e-07,-2.01618e-06,0.659971,5.35967e-06,80,224,-5.99999,8,-76,-82
-65,-74,-5.99999,-8,-1.47953e-06,-6.58685e-07,1.21779e-06,-3.34806e-07,-1.80341e-06,1.08195,0,85,224,-5.99999,8,-71,-82
-60,-74,-6,-8,-1.00084e-06,-1.77417e-08,4.5446e-07,3.22384e-08,-1.05082e-06,1.35429,5.66944e-06,90,224,-6,8,-66,-82
-55,-74,-6,-8,-3.67081e-07,1.94658e-07,-1.27583e-07,2.01811e-07,-3.74235e-07,-1.45913,0,95,224,-6,8,-61,-82
-50,-74,-6,-8.00002,-1.31138e-07,4.11345e-07,-1.56418e-07,4.22395e-07,-1.42188e-07,-1.43043,0,100,224,-6,8.00001,-56,-82
-45,-74,-6,-8,4.9164e-07,4.64447e-07,-1.84606e-07,5.71343e-07,3.84745e-07,-0.712272,0,105,224,-6,8,-51,-82
-40,-74,-5.99999,-8.00002,1.43261e-06,5.91999e-07,-8.19573e-07,1.59931e-06,4.25293e-07,-0.386364,6.01929e-06,110,224,-6,8.00001,-46,-82
-35,-74,-6,-8,1.64992e-06,4.32287e-07,-9.7947e-07,1.82245e-06,2.5976e-07,-0.33871,7.72866e-06,115,224,-6,8,-41,-82
-30,-74,-6,-7.99998,7.04078e-07,1.19291e-07,-3.92471e-07,7.63824e-07,5.95453e-08,-0.295545,7.57899e-06,120,224,-6,7.99998,-36,-82
-25,-74,-6,-7.99998,-6.72958e-07,-2.46519e-07,6.92827e-07,-5.29649e-08,-8.66512e-07,1.06127,1.00976e-05,125,224,-6,7.99999,-31,-82
-20,-74,-6,-8,-1.2567e-06,-2.80252e-07,1.11546e-06,-2.72437e-08,-1.50971e-06,1.14492,0,130,224,-6,8,-26,-82
-15,-74,-5.99998,-8.00002,-5.27509e-07,-2.25816e-07,4.78928e-07,-9.36472e-08,-6.59677e-07,1.06647,1.44966e-05,135,224,-5.99999,8.00002,-21,-82
-10,-74,-5.99998,-8,1.01585e-06,2.0401e-07,-1.06368e-06,1.27898e-06,-5.91158e-08,-0.459437,1.30096e-05,140,224,-5.99999,8.00001,-16,-82
-5,-74,-6,-8,2.18735e-06,5.40061e-07,-2.2111e-06,2.74234e-06,-1.49284e-08,-0.465249,1.02618e-05,145,224,-6,7.99999,-11,-82
0,-74,-6,-8,1.8919e-06,9.46469e-07,-2.3487e-06,2.68511e-06,1.53263e-07,-0.594054,0,150,224,-5.99999,8,-6,-82
5,-74,-5.99983,-8.00012,1.56809e-07,1.20493e-06,-1.08797e-06,1.43622e-06,-7.44854e-08,-1.16877,0,155,224,-5.99983,8.00012,-0.999832,-82.0001
10,-74,-5.99986,-8.00008,-1.87195e-06,1.31159e-06,7.43257e-07,1.35439e-06,-1.91476e-06,1.45612,0,160,224,-5.99987,8.00008,4.00014,-82.0001
15,-74,-6,-7.99998,-2.63197e-06,1.0677e-06,1.90242e-06,1.29794e-06,-2.86221e-06,1.33332,0,165,224,-6,7.99999,9,-82
20,-74,-6,-8.00002,-1.77912e-06,9.36284e-07,1.37776e-06,1.10105e-06,-1.94388e-06,1.33603,2.56084e-06,170,224,-6.00001,8.00001,14,-82
25,-74,-6,-8.00002,-5.27434e-07,8.24494e-07,2.1774e-07,8.33205e-07,-5.36145e-07,1.49095,0,175,224,-6.00001,8.00001,19,-82
30,-74,-6,-7.99998,-3.41569e-07,6.55466e-07,-3.35155e-07,6.82878e-07,-3.68981e-07,-1.40865,4.18342e-06,180,224,-6.00001,7.99999,24,-82
35,-74,-6,-8,-9.74561e-07,3.00404e-07,-8.91582e-08,3.01961e-07,-9.76118e-07,-1.53589,2.98211e-06,185,224,-6.00001,8,29,-82
40,-74,-6.00002,-8,-1.20475e-06,-1.04292e-07,2.08828e-07,-9.44723e-08,-1.21457e-06,1.47703,2.95949e-06,190,224,-6.00001,8,34,-82
45,-74,-6.00002,-8,-5.5845e-07,-3.34481e-07,4.28226e-07,-2.04836e-07,-6.88095e-07,1.02634,0,195,224,-6.00002,8,39,-82
50,-74,-6.00005,-7.99998,4.99939e-07,-1.98885e-07,6.0559e-07,6.12883e-07,-3.11829e-07,0.357022,6.20124e-06,200,224,-6.00004,7.99999,44,-82
55,-74,-6,-8,1.35383e-06,8.17385e-08,8.72398e-07,1.48903e-06,-5.34643e-08,0.300566,6.37179e-06,205,224,-6,8,49,-82
60,-74,-6,-7.99997,1.456e-06,2.49041e-07,1.57336e-07,1.46111e-06,2.43935e-07,0.0648129,4.77753e-06,210,224,-6.00001,7.99997,54,-82
65,-74,-6,-7.99998,7.85689e-07,-8.91715e-08,-1.36921e-06,1.16068e-06,-4.64164e-07,-0.501114,5.05752e-06,215,224,-6,7.99999,59,-82
70,-74,-5.99997,-8,1.3512e-07,-5.19324e-07,-2.264e-06,9.86242e-07,-1.37045e-06,-0.6447,4.67225e-06,220,224,-5.99997,8,64,-82
75,-74,-6,-8.00002,-2.52475e-08,-7.90971e-07,-1.78252e-06,5.61907e-07,-1.37812e-06,-0.582529,8.73054e-06,225,224,-6.00001,8.00002,69,-82
80,-74,-6,-8.00002,3.43406e-08,-7.83144e-07,-3.76605e-07,7.56296e-08,-8.24433e-07,-0.215853,6.87962e-06,230,224,-6,8.00001,74,-82
85,-74,-5.99998,-8.00002,-7.69278e-08,-7.91134e-07,4.26769e-07,-1.80315e-08,-8.5003e-07,0.269305,2.34718e-06,235,224,-5.99998,8.00002,79,-82
90,-74,-5.99997,-8.00002,-5.2315e-07,-1.09376e-06,3.28001e-07,-4.79373e-07,-1.13754e-06,0.260851,3.59236e-06,240,224,-5.99998,8.00001,84,-82
95,-74,-6,-8.00002,-6.68221e-07,-1.51492e-06,-4.18711e-08,-6.67703e-07,-1.51544e-06,-0.024706,0,245,224,-5.99999,8.00001,89,-82
100,-74,-6,-8,-1.9593e-07,-1.74292e-06,1.27354e-07,-1.93313e-07,-1.74553e-06,0.0410695,4.90287e-06,250,224,-6,8.00001,94,-82
105,-74,-6,-8,5.67654e-07,-1.56301e-06,4.50939e-07,5.91252e-07,-1.58661e-06,0.104282,8.52564e-06,255,224,-6,8.00001,99,-82
110,-74,-6,-7.99998,9.2768e-07,-1.42767e-06,9.13511e-07,1.01315e-06,-1.51314e-06,0.184992,6.08374e-06,260,224,-6,7.99998,104,-82
115,-74,-6,-8,4.35636e-07,-1.13879e-06,1.15969e-06,6.26137e-07,-1.32929e-06,0.317429,0,265,224,-5.99999,8,109,-82
120,-74,-6,-8,-3.71925e-07,-6.56807e-07,1.01245e-06,1.15159e-08,-1.04025e-06,0.648254,1.45317e-05,270,224,-6.00002,8,114,-82
125,-74,-6,-8,-1.08111e-06,3.60572e-07,3.94037e-08,3.60841e-07,-1.08138e-06,1.55713,8.6103e-06,275,224,-6,8,119,-82
130,-74,-6,-8.00002,-7.28049e-07,2.214e-06,-2.07391e-06,2.54275e-06,-1.0568e-06,-1.26379,6.24534e-06,280,224,-6.00001,8.00001,124,-82
-135,-79,0,0,0,0,0,0,0,0,-1,15,229,0,0,-135,-79
-130,-79,-5.99989,-8.00009,0,0,0,0,0,0,-1,20,229,-5.99989,8.00008,-136,-87.0001
-125,-79,-5.99988,-8.00009,-4.87389e-06,-1.92718e-06,5.99078e-06,-6.24048e-08,-6.73867e-06,1.01396,0,25,229,-5.99988,8.00009,-131,-87.0001
-120,-79,-6.00002,-7.99998,-6.57188e-08,-5.49494e-07,8.40363e-07,1.77226e-07,-7.92439e-07,0.524228,7.79526e-06,30,229,-6.00002,7.99998,-126,-87
-115,-79,-5.9999,-8.00005,9.42984e-07,1.00191e-07,-8.82608e-07,1.13177e-06,-8.85963e-08,-0.404235,0,35,229,-5.9999,8.00005,-121,-87
-110,-79,-6.00005,-8.00003,6.81575e-07,3.58823e-07,-1.54627e-06,1.31e-06,-2.69599e-07,-0.682511,2.5757e-06,40,229,-6.00005,8.00004,-116,-87
-105,-79,-5.99993,-8.00003,-6.86695e-07,3.93389e-07,-1.43476e-06,7.51277e-07,-1.04458e-06,-1.10804,0,45,229,-5.99993,8.00003,-111,-87
-100,-79,-5.99995,-8.00006,-1.96479e-06,4.43434e-07,-8.30037e-07,5.12949e-07,-2.03431e-06,-1.40484,0,50,229,-5.99995,8.00006,-106,-87.0001
-95,-79,-5.99994,-8.00005,-2.70334e-06,2.80377e-07,7.38621e-07,3.25409e-07,-2.74838e-06,1.44946,0,55,229,-5.99994,8.00005,-101,-87
-90,-79,-6,-8.00003,-2.50417e-06,-2.05048e-07,2.62888e-06,3.91601e-07,-3.10082e-06,1.14469,7.46325e-06,60,229,-6,8.00003,-96,-87
-85,-79,-5.99999,-7.99997,-1.1265e-06,-1.09859e-06,3.47026e-06,6.22641e-07,-2.84773e-06,0.78942,0,65,229,-5.99999,7.99997,-91,-87
-80,-79,-5.99999,-7.99997,1.85197e-08,-1.68484e-06,2.66576e-06,7.48589e-07,-2.41491e-06,0.501105,0,70,229,-5.99999,7.99997,-86,-87
-75,-79,-6,-8,1.79582e-07,-1.65406e-06,1.35144e-06,4.01689e-07,-1.87617e-06,0.317572,3.50579e-06,75,229,-6,8,-81,-87
-70,-79,-5.99999,-8,-4.10331e-07,-9.28993e-07,2.76864e-07,-3.75696e-07,-9.63628e-07,0.245162,0,80,229,-5.99999,7.99999,-76,-87
-65,-79,-5.99999,-8.00002,-8.87816e-07,-2.07949e-07,1.06043e-07,-2.03838e-07,-8.91926e-07,1.49343,0,85,229,-5.99999,8.00001,-71,-87
-60,-79,-6,-8,-7.60272e-07,2.32922e-07,-1.65114e-07,2.39737e-07,-7.67087e-07,-1.48843,0,90,229,-6,8,-66,-87
-55,-79,-6,-8.00002,-3.44009e-07,1.89831e-07,-3.05111e-07,2.30352e-07,-3.84529e-07,-1.31118,0,95,229,-6,8.00001,-61,-87
-50,-79,-5.99999,-8,-7.77964e-08,1.43465e-07,-2.73364e-07,2.08678e-07,-1.4301e-07,-1.12562,0,100,229,-5.99999,8,-56,-87
-45,-79,-6,-8.00002,5.70487e-07,1.14885e-07,-4.29407e-07,6.55721e-07,2.96509e-08,-0.377904,0,105,229,-6,8.00001,-51,-87
-40,-79,-6,-8,1.30111e-06,1.11627e-07,-6.36052e-07,1.3808e-06,3.19369e-08,-0.245522,0,110,229,-6,8,-46,-87
-35,-79,-6,-8,1.21239e-06,-1.56896e-07,-9.50628e-08,1.21404e-06,-1.58544e-07,-0.0346568,2.44795e-06,115,229,-6,8.00001,-41,-87
-30,-79,-5.99986,-8.00011,2.23983e-07,-5.18083e-07,8.6708e-07,4.23583e-07,-7.17684e-07,0.431466,0,120,229,-5.99985,8.00011,-35.9999,-87.0001
-25,-79,-6.00001,-8,-9.11979e-07,-7.83741e-07,1.66765e-06,-1.15743e-08,-1.68415e-06,0.823771,2.97142e-06,125,229,-6.00001,8,-31,-87
-20,-79,-6,-8,-1.03131e-06,-6.97228e-07,1.56955e-06,-6.19115e-08,-1.66663e-06,0.890259,6.1369e-06,130,229,-6,8,-26,-87
-15,-79,-6,-7.99998,8.28653e-08,-4.44359e-07,2.29703e-07,1.06798e-07,-4.68292e-07,0.205442,3.24125e-06,135,229,-6,7.99999,-21,-87
-10,-79,-6,-8.00002,1.57796e-06,-2.28684e-08,-1.52728e-06,1.8838e-06,-3.28714e-07,-0.380946,2.42088e-06,140,229,-6,8.00002,-16,-87
-5,-79,-5.99998,-8,2.37559e-06,1.67064e-07,-2.42664e-06,2.91192e-06,-3.69264e-07,-0.41621,1.15284e-05,145,229,-5.99998,8,-11,-87
0,-79,-5.99992,-8.00008,1.78402e-06,5.82802e-08,-1.77023e-06,2.15726e-06,-3.14962e-07,-0.399062,0,150,229,-5.99993,8.00008,-5.99992,-87.0001
5,-79,-6,-8.00002,-2.3647e-07,-1.07273e-08,1.05514e-08,-1.0604e-08,-2.36593e-07,1.54744,4.92058e-06,155,229,-5.99999,8.00001,-1,-87
10,-79,-5.99994,-8.00011,-2.23629e-06,1.69567e-07,1.96481e-06,5.1975e-07,-2.58647e-06,1.22838,0,160,229,-5.99994,8.00011,4.00006,-87.0001
15,-79,-6,-8,-2.50965e-06,5.54314e-07,2.36898e-06,9.58819e-07,-2.91416e-06,1.24171,1.30411e-06,165,229,-6,8,9,-87
20,-79,-6,-8,-1.27175e-06,9.7616e-07,1.37264e-06,1.16914e-06,-1.46473e-06,1.2967,5.52211e-06,170,229,-6,8,14,-87
25,-79,-6,-8,-1.49517e-07,1.09827e-06,2.71148e-07,1.11283e-06,-1.64077e-07,1.46381,0,175,229,-6,7.99999,19,-87
30,-79,-5.99998,-8.00002,-3.5342e-07,7.72827e-07,2.08762e-07,7.82419e-07,-3.63012e-07,1.47916,6.05443e-06,180,229,-5.99999,8.00001,24,-87
35,-79,-6,-8,-1.32083e-06,3.82061e-07,3.73842e-07,4.02337e-07,-1.34111e-06,1.46274,2.79891e-06,185,229,-6,8.00001,29,-87
40,-79,-6,-8,-1.63744e-06,1.18454e-07,2.28223e-07,1.25839e-07,-1.64483e-06,1.50617,0,190,229,-6.00001,8,34,-87
45,-79,-6,-8,-8.06722e-07,6.55582e-10,-2.74207e-07,2.33024e-08,-8.29369e-07,-1.40709,0,195,229,-6,7.99999,39,-87
50,-79,-6.00002,-7.99998,3.55021e-07,1.39746e-07,-4.08944e-07,4.78457e-07,1.6311e-08,-0.54312,5.39338e-06,200,229,-6.00002,7.99998,44,-87
55,-79,-6.00002,-8.00002,1.29901e-06,3.1747e-07,9.66816e-08,1.30139e-06,3.15095e-07,0.0490915,8.50014e-06,205,229,-6.00001,8.00001,49,-87
60,-79,-6,-8.00002,1.61326e-06,4.2954e-07,1.88111e-07,1.62068e-06,4.22113e-07,0.0787986,3.1323e-06,210,229,-6,8.00001,54,-87
65,-79,-6,-7.99998,1.06637e-06,-5.17627e-08,-6.40565e-07,1.15161e-06,-1.37007e-07,-0.260123,7.54617e-06,215,229,-5.99999,7.99999,59,-87
70,-79,-5.99997,-7.99998,3.30772e-07,-6.30372e-07,-1.4576e-06,7.23183e-07,-1.02278e-06,-0.49392,6.05322e-06,220,229,-5.99997,7.99998,64,-87
75,-79,-5.99998,-8,2.95576e-09,-1.1825e-06,-1.19292e-06,2.51114e-07,-1.43065e-06,-0.394268,9.70027e-06,225,229,-5.99998,8,69,-87
80,-79,-6,-8.00003,-2.87754e-08,-1.29576e-06,1.51225e-07,-2.42788e-08,-1.30025e-06,0.0593984,5.43107e-06,230,229,-6,8.00002,74,-87
85,-79,-5.99998,-8.00002,-1.60654e-07,-1.22074e-06,1.10965e-06,7.66192e-08,-1.45802e-06,0.404117,6.95837e-06,235,229,-5.99999,8.00002,79,-87
90,-79,-5.99998,-8,-6.12172e-07,-1.19385e-06,8.87608e-07,-3.72399e-07,-1.43362e-06,0.495341,4.37157e-06,240,229,-5.99999,8,84,-87
95,-79,-6,-8,-8.5323e-07,-1.29842e-06,-6.24056e-08,-8.51053e-07,-1.30059e-06,-0.0696355,7.94549e-06,245,229,-6,8,89,-87
100,-79,-6.00002,-8.00002,-4.92764e-07,-1.36685e-06,-4.38944e-07,-4.40752e-07,-1.41886e-06,-0.232692,9.77281e-06,250,229,-6.00001,8.00002,94,-87
105,-79,-6,-8,2.88886e-07,-1.29262e-06,2.60434e-08,2.88993e-07,-1.29273e-06,0.00823297,5.06731e-06,255,229,-6,8,99,-87
110,-79,-6,-8.00002,8.77093e-07,-1.3737e-06,9.71372e-07,9.77424e-07,-1.47404e-06,0.20371,3.30424e-06,260,229,-6,8.00001,104,-87
115,-79,-6,-8.00002,7.4722e-07,-1.26329e-06,1.17008e-06,9.05067e-07,-1.42114e-06,0.263532,0,265,229,-5.99999,8.00002,109,-87
120,-79,-6,-8,3.40341e-07,-7.62025e-07,8.67547e-08,3.42045e-07,-7.63729e-07,0.0392684,2.03721e-06,270,229,-6,8,114,-87
125,-79,-6,-8,3.8395e-08,3.98497e-07,-2.3771e-06,1.42056e-06,-9.83664e-07,-0.860571,2.86641e-06,275,229,-6,8,119,-87
130,-79,-6,-8,7.69423e-07,2.58645e-06,-6.36149e-06,4.98589e-06,-1.63001e-06,-0.924509,0,280,229,-6.00001,8.00001,124,-87
-135,-84,0,0,0,0,0,0,0,0,-1,15,234,0,0,-135,-84
-130,-84,-6.00002,-8,0,0,0,0,0,0,-1,20,234,-6.00002,7.99999,-136,-92
-125,-84,-6.00001,-8,-2.62568e-06,-1.9763e-06,3.99321e-06,-2.78159e-07,-4.32382e-06,0.866003,0,25,234,-6.00001,7.99999,-131,-92
-120,-84,-6.00002,-8,1.56959e-06,-1.22908e-06,5.07629e-07,1.59242e-06,-1.25192e-06,0.0897157,7.46714e-06,30,234,-6.00001,8,-126,-92
-115,-84,-5.99989,-8.00006,1.95131e-06,-1.04025e-06,-1.49804e-07,1.95319e-06,-1.04212e-06,-0.0250169,0,35,234,-5.99989,8.00006,-121,-92.0001
-110,-84,-5.99992,-8.00005,1.32005e-06,-7.4373e-07,-4.89724e-07,1.34871e-06,-7.72384e-07,-0.116492,0,40,234,-5.99992,8.00004,-116,-92
-105,-84,-5.99993,-8.00003,-2.21032e-07,-6.04981e-07,-3.20186e-07,-1.63039e-07,-6.62975e-07,-0.347544,0,45,234,-5.99993,8.00003,-111,-92
-100,-84,-5.99994,-8.00005,-1.69699e-06,-4.96788e-07,-9.40377e-08,-4.94949e-07,-1.69883e-06,-1.5317,0,50,234,-5.99994,8.00004,-106,-92
-95,-84,-6.00002,-8.00003,-2.86015e-06,-7.7776e-07,1.27766e-06,-5.97403e-07,-3.0405e-06,1.29563,1.4059e-05,55,234,-6.00002,8.00003,-101,-92
-90,-84,-6.00002,-8.00003,-3.19306e-06,-9.8895e-07,2.75586e-06,-3.26575e-07,-3.85543e-06,1.1227,7.02434e-06,60,234,-6.00002,8.00003,-96,-92
-85,-84,-6.00002,-8,-1.90581e-06,-1.19692e-06,3.19758e-06,8.62428e-08,-3.18897e-06,0.894483,2.96336e-06,65,234,-6.00002,7.99999,-91,-92
-80,-84,-6.00001,-7.99997,-3.13277e-07,-1.10745e-06,2.01882e-06,3.74339e-07,-1.79507e-06,0.598002,1.05565e-06,70,234,-6.00001,7.99997,-86,-92
-75,-84,-6,-8,4.25181e-07,-9.44755e-07,5.91442e-07,4.86291e-07,-1.00586e-06,0.203778,2.86394e-06,75,234,-6,8.00001,-81,-92
-70,-84,-5.99998,-8,1.19243e-07,-5.69672e-07,-3.63452e-07,1.64241e-07,-6.14669e-07,-0.24273,5.99655e-06,80,234,-5.99998,8,-76,-92
-65,-84,-5.99998,-8,-4.92068e-07,-2.40289e-07,-2.51099e-07,-1.88384e-07,-5.43973e-07,-1.17877,7.38087e-06,85,234,-5.99999,8,-71,-92
-60,-84,-5.99999,-8.00002,-6.04498e-07,9.70446e-09,-1.2371e-07,1.58719e-08,-6.10666e-07,-1.47142,3.47634e-06,90,234,-5.99999,8.00001,-66,-92
