 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
-40,86,-5.99998,-8.00002,-8.66873e-08,1.81217e-06,-1.12362e-06,1.96594e-06,-2.40457e-07,-1.30364,9.41578e-06,110,64,-5.99999,8.00002,-46,78
-35,86,-6,-8,-6.17591e-07,1.87318e-06,-4.57829e-07,1.89405e-06,-6.38454e-07,-1.47991,2.2842e-06,115,64,-6,8,-41,78
-30,86,-5.99999,-8.00001,-1.84382e-07,1.45217e-06,1.50639e-07,1.45563e-06,-1.87841e-07,1.5249,8.4581e-06,120,64,-5.99999,8.00001,-36,78
-25,86,-5.99998,-7.99998,7.79419e-07,7.02234e-07,-2.67368e-07,8.79969e-07,6.01684e-07,-0.644878,8.5181e-06,125,64,-5.99998,7.99998,-31,78
-20,86,-5.99999,-7.99998,1.26857e-06,1.93014e-07,-1.02652e-06,1.47419e-06,-1.26062e-08,-0.381037,6.14031e-06,130,64,-5.99999,7.99998,-26,78
-15,86,-5.99994,-8.00008,9.39681e-07,-3.71174e-07,-8.18737e-07,1.05702e-06,-4.88512e-07,-0.27915,0,135,64,-5.99994,8.00008,-20.9999,77.9999
-10,86,-6,-8.00002,1.92978e-07,-2.13012e-07,-2.64176e-07,2.32169e-07,-2.52204e-07,-0.288432,0,140,64,-6,8.00001,-16,78
-5,86,-5.99998,-8.00002,-5.33042e-07,-6.22076e-08,1.06496e-06,2.84574e-07,-8.79824e-07,0.993537,1.0562e-05,145,64,-5.99999,8.00003,-11,78
0,86,-6,-8.00002,-1.06758e-06,4.89993e-08,1.86752e-06,5.78642e-07,-1.59723e-06,1.05483,0,150,64,-6.00001,8.00001,-6,78
5,86,-5.99994,-8.00014,-1.28008e-06,-9.05206e-08,2.1514e-06,5.43884e-07,-1.91448e-06,1.03794,0,155,64,-5.99994,8.00014,-0.999939,77.9999
10,86,-5.99998,-7.99998,-9.36422e-07,-3.51222e-08,1.58021e-06,4.23816e-07,-1.39536e-06,1.04457,6.43281e-06,160,64,-5.99999,7.99997,4.00002,78
15,86,-6.00002,-8,-2.54798e-07,-4.10816e-07,1.00989e-06,1.7813e-07,-8.43743e-07,0.708759,0,165,64,-6.00001,8,8.99998,78
20,86,-5.99998,-8,1.19576e-06,-5.92299e-07,1.0925e-07,1.19743e-06,-5.93966e-07,0.0305119,0,170,64,-5.99999,8,14,78
25,86,-6,-7.99999,2.40615e-06,-6.686e-07,-5.47992e-08,2.4064e-06,-6.68844e-07,-0.00891021,0,175,64,-6,7.99999,19,78
30,86,-6.00002,-8.00001,1.73465e-06,-4.88138e-07,1.38974e-07,1.73682e-06,-4.90308e-07,0.0312205,9.4998e-06,180,64,-6.00001,8.00001,24,78
35,86,-5.99986,-8.00006,2.39848e-07,-2.03829e-07,2.52661e-08,2.40208e-07,-2.04189e-07,0.0284427,0,185,64,-5.99986,8.00006,29.0001,77.9999
40,86,-6.00002,-8.00002,-7.13397e-07,1.40824e-07,-3.29929e-07,1.71574e-07,-7.44147e-07,-1.3865,0,190,64,-6.00001,8.00002,34,78
45,86,-6.00002,-8.00002,-1.24505e-06,5.27502e-07,-2.19297e-07,5.34259e-07,-1.25181e-06,-1.50925,6.75931e-06,195,64,-6.00001,8.00001,39,78
50,86,-5.99995,-8.00005,-4.17943e-07,1.06693e-06,-4.10099e-07,1.09473e-06,-4.45738e-07,-1.43606,0,200,64,-5.99995,8.00005,44,77.9999
55,86,-5.99992,-8.00006,4.75274e-07,1.60642e-06,-6.49553e-07,1.69304e-06,3.88656e-07,-1.31016,0,205,64,-5.99993,8.00006,49.0001,77.9999
60,86,-6.00002,-8,-1.08026e-08,1.77569e-06,-6.93354e-07,1.84061e-06,-7.57179e-08,-1.38569,7.98886e-06,210,64,-6.00001,8,54,78
65,86,-5.99991,-8.00006,-3.11133e-07,1.62303e-06,-1.46111e-06,1.86795e-06,-5.56057e-07,-1.24732,0,215,64,-5.99991,8.00006,59.0001,77.9999
70,86,-6.00002,-7.99997,-5.33809e-07,1.1125e-06,-1.86838e-06,1.53446e-06,-9.55764e-07,-1.14655,6.32233e-06,220,64,-6.00001,7.99997,64,78
75,86,-6.00002,-7.99997,-9.23407e-07,5.19262e-07,-1.40434e-06,8.04589e-07,-1.20873e-06,-1.18483,8.28328e-07,225,64,-6.00002,7.99997,69,78
80,86,-6,-8.00004,-5.37919e-07,-8.48734e-08,-6.51427e-07,8.53429e-08,-7.08135e-07,-1.08924,0,230,64,-6,8.00004,74,78
85,86,-5.99998,-8.00001,-1.60728e-07,-3.47149e-07,2.26841e-08,-1.6004e-07,-3.47836e-07,0.0605434,8.1351e-06,235,64,-5.99998,8,79,78
90,86,-5.99998,-8,-4.95929e-07,-2.98996e-07,4.79286e-07,-1.38379e-07,-6.56546e-07,0.980326,5.51723e-06,240,64,-5.99998,8,84,78
95,86,-5.99995,-8.00005,-4.70411e-07,-8.74317e-08,2.51169e-07,-4.99241e-08,-5.07918e-07,1.28057,0,245,64,-5.99996,8.00005,89,78
100,86,-6,-8.00001,-8.40898e-08,-1.64163e-07,2.84978e-07,2.38806e-08,-2.72133e-07,0.64844,0,250,64,-6,8.00001,94,78
105,86,-5.99998,-8,2.53143e-07,-5.46824e-07,2.10604e-07,2.66772e-07,-5.60453e-07,0.128712,0,255,64,-5.99999,8,99,78
110,86,-5.99998,-8.00001,2.64793e-07,-9.41564e-07,-4.1608e-07,2.99662e-07,-9.76433e-07,-0.166065,0,260,64,-5.99998,8,104,78
115,86,-5.99997,-8.00001,2.99544e-07,-7.85503e-07,-1.85581e-06,8.31886e-07,-1.31784e-06,-0.52086,1.14511e-05,265,64,-5.99998,8,109,78
120,86,-6,-8,1.06331e-06,-3.2146e-07,-3.97971e-06,2.4778e-06,-1.73595e-06,-0.617971,2.55835e-06,270,64,-6.00001,8,114,78
125,86,-6,-8.00001,3.01257e-06,2.72106e-07,-6.59162e-06,5.21164e-06,-1.92696e-06,-0.588394,5.59226e-06,275,64,-6.00001,8.00001,119,78
130,86,-5.99997,-8.00008,5.62864e-06,-1.10164e-07,-9.09915e-06,8.13809e-06,-2.61962e-06,-0.504056,0,280,64,-5.99996,8.00008,124,77.9999
-135,81,0,0,0,0,0,0,0,0,-1,15,69,0,0,-135,81
-130,81,-6,-8.00001,0,0,0,0,0,0,-1,20,69,-6,8.00001,-136,73
-125,81,-5.99999,-8.00001,-3.61557e-07,6.48671e-07,-3.13456e-06,1.79022e-06,-1.50311e-06,-0.941286,0,25,69,-5.99999,8.00001,-131,73
-120,81,-6.00001,-8,1.05226e-06,5.97552e-07,-1.86299e-06,1.78375e-06,-1.33934e-07,-0.665702,6.46141e-06,30,69,-6.00001,8,-126,73
-115,81,-5.9999,-8.00005,1.50125e-06,4.94779e-07,-5.60059e-07,1.57392e-06,4.22113e-07,-0.253894,0,35,69,-5.9999,8.00005,-121,72.9999
-110,81,-6,-8.00001,6.88498e-07,2.55608e-07,2.68364e-07,7.26716e-07,2.1739e-07,0.277474,0,40,69,-6,8,-116,73
-105,81,-5.99979,-7.99999,-6.04849e-07,8.98348e-08,2.75435e-07,1.1614e-07,-6.31155e-07,1.38206,0,45,69,-5.99979,7.99999,-111,73
-100,81,-6,-8,-1.37984e-06,-3.31496e-07,1.78865e-07,-3.23922e-07,-1.38741e-06,1.4863,3.17983e-06,50,69,-6,8,-106,73
-95,81,-6,-8.00001,-1.15071e-06,-6.44236e-07,4.81488e-07,-5.48064e-07,-1.24688e-06,1.19074,0,55,69,-6,8.00001,-101,73
-90,81,-6,-7.99999,-1.01363e-08,-8.48101e-07,1.05142e-06,2.43129e-07,-1.10137e-06,0.448948,2.19151e-06,60,69,-5.99999,7.99999,-96,73
-85,81,-6,-8,1.12159e-06,-4.17954e-07,7.38684e-07,1.20561e-06,-5.01975e-07,0.223681,0,65,69,-6,8,-91,73
-80,81,-6,-7.99999,1.04672e-06,4.55836e-07,-1.75508e-07,1.05947e-06,4.43078e-07,-0.144364,7.80232e-06,70,69,-6,7.99999,-86,73
-75,81,-5.99988,-8.00011,-7.38799e-08,1.57276e-06,-5.6658e-07,1.62014e-06,-1.21254e-07,-1.4051,0,75,69,-5.99988,8.00011,-80.9999,72.9999
-70,81,-5.99991,-8.00008,-1.3436e-06,1.85559e-06,6.48054e-08,1.85591e-06,-1.34393e-06,1.56067,0,80,69,-5.99991,8.00009,-75.9999,72.9999
-65,81,-6.00002,-8,-1.79892e-06,1.38463e-06,1.71567e-07,1.38694e-06,-1.80123e-06,1.54388,8.15065e-06,85,69,-6.00002,8,-71,73
-60,81,-5.99999,-8.00002,-9.60773e-07,5.9832e-07,-6.25576e-07,6.58731e-07,-1.02118e-06,-1.38001,2.46479e-06,90,69,-6,8.00002,-66,73
-55,81,-5.99998,-8.00001,4.35768e-07,4.93614e-07,-2.29649e-06,1.6133e-06,-6.83918e-07,-0.79799,3.70795e-07,95,69,-5.99999,8.00001,-61,73
-50,81,-5.99999,-8.00002,1.11563e-06,1.15736e-06,-3.09755e-06,2.68541e-06,-4.12419e-07,-0.792134,0,100,69,-5.99999,8.00001,-56,73
-45,81,-6,-8.00001,6.85155e-07,2.01245e-06,-3.02503e-06,3.00051e-06,-3.02904e-07,-0.992136,0,105,69,-6,8.00001,-51,73
-40,81,-5.99998,-8.00001,-1.62816e-07,2.3023e-06,-2.46271e-06,2.81199e-06,-6.72508e-07,-1.17834,0,110,69,-5.99999,8.00001,-46,73
-35,81,-5.99997,-8.00003,-8.21512e-07,2.12439e-06,-1.45402e-06,2.29404e-06,-9.9116e-07,-1.34155,5.62649e-06,115,69,-5.99997,8.00003,-41,73
-30,81,-5.99998,-8.00014,-6.55032e-07,1.83241e-06,-6.84363e-07,1.87862e-06,-7.01245e-07,-1.43655,0,120,69,-5.99998,8.00014,-36,72.9999
-25,81,-5.99999,-8.00002,3.32658e-07,1.38718e-06,-9.79212e-07,1.57944e-06,1.40392e-07,-1.1966,8.03262e-06,125,69,-5.99999,8.00002,-31,73
-20,81,-5.99998,-8.00002,9.02634e-07,8.01723e-07,-1.46873e-06,1.58828e-06,1.16081e-07,-0.751099,1.26636e-05,130,69,-5.99999,8.00001,-26,73
-15,81,-6,-7.99999,7.8959e-07,1.23963e-07,-1.59826e-06,1.32244e-06,-4.08886e-07,-0.588086,1.61502e-05,135,69,-6,7.99999,-21,73
-10,81,-5.99992,-8.00013,2.74035e-07,-1.54674e-07,-1.17692e-06,6.85964e-07,-5.66603e-07,-0.610735,0,140,69,-5.99993,8.00013,-15.9999,72.9999
-5,81,-6,-8.00002,-4.56662e-07,-4.35211e-07,5.75954e-07,-1.57759e-07,-7.34113e-07,0.804012,1.09645e-05,145,69,-6,8.00002,-11,73
0,81,-6,-8.00001,-1.07363e-06,-5.07118e-07,2.06221e-06,2.78927e-07,-1.85968e-06,0.919448,0,150,69,-6,8.00001,-6,73
5,81,-6.00002,-7.99999,-1.2494e-06,-6.7616e-07,2.64301e-06,3.89451e-07,-2.31501e-06,0.892188,6.12562e-06,155,69,-6.00002,7.99999,-1.00002,73
10,81,-6,-7.99997,-1.08241e-06,-4.54971e-07,2.09522e-06,3.24884e-07,-1.86227e-06,0.93088,6.03332e-06,160,69,-6,7.99997,4,73
15,81,-6,-8.00001,-7.59279e-07,-2.84737e-07,9.9495e-07,2.91532e-08,-1.07317e-06,1.00792,0,165,69,-5.99999,8.00001,9,73
20,81,-5.99998,-8.00001,4.28776e-07,-2.62601e-08,-4.29349e-07,5.14068e-07,-1.11551e-07,-0.378181,7.73609e-07,170,69,-5.99998,8,14,73
25,81,-6,-8.00002,1.78504e-06,-3.09561e-07,-3.9146e-07,1.80317e-06,-3.27695e-07,-0.0923795,9.23318e-06,175,69,-6,8.00002,19,73
30,81,-6,-7.99999,1.88437e-06,-4.77587e-07,1.55012e-07,1.88691e-06,-4.80127e-07,0.0327674,0,180,69,-6,8,24,73
35,81,-5.99989,-8.00008,9.89857e-07,-4.72188e-07,1.97286e-07,9.96482e-07,-4.78813e-07,0.0670642,0,185,69,-5.99989,8.00008,29.0001,72.9999
40,81,-6.00002,-7.99999,1.25787e-07,-1.8003e-07,-3.44338e-07,2.03146e-07,-2.57389e-07,-0.422289,0,190,69,-6.00001,8,34,73
45,81,-6,-8,-5.21389e-07,3.13576e-07,-6.57864e-07,4.27589e-07,-6.35403e-07,-1.23714,3.135e-06,195,69,-6,8,39,73
50,81,-5.99994,-8.00006,2.09312e-07,1.07571e-06,-1.16673e-06,1.36913e-06,-8.41097e-08,-1.10477,0,200,69,-5.99994,8.00006,44.0001,72.9999
55,81,-6,-8.00002,1.10603e-06,1.65497e-06,-9.01687e-07,1.90832e-06,8.5268e-07,-1.05883,1.42325e-05,205,69,-6,8.00002,49,73
60,81,-6.00002,-7.99999,6.6113e-07,2.04268e-06,-4.73522e-07,2.08213e-06,6.21682e-07,-1.4057,1.45541e-05,210,69,-6.00002,7.99999,54,73
65,81,-5.99988,-8.00007,-1.97185e-07,2.22749e-06,-8.63989e-07,2.30216e-06,-2.71852e-07,-1.39964,0,215,69,-5.99988,8.00007,59.0001,72.9999
70,81,-5.99998,-7.99996,-1.19564e-06,1.78724e-06,-1.03642e-06,1.8747e-06,-1.2831e-06,-1.40359,1.16277e-05,220,69,-5.99999,7.99996,64,73
75,81,-5.99992,-8.00006,-1.89297e-06,9.81096e-07,-4.61864e-07,9.99534e-07,-1.91141e-06,-1.49113,0,225,69,-5.99992,8.00006,69.0001,72.9999
80,81,-6,-8.00002,-1.30999e-06,1.29007e-07,1.22992e-07,1.3163e-07,-1.31261e-06,1.52816,1.12927e-05,230,69,-5.99999,8.00001,74,73
85,81,-5.99998,-8.00001,-4.2609e-07,-4.20164e-07,5.79593e-07,-1.33315e-07,-7.12939e-07,0.790511,5.01368e-06,235,69,-5.99999,8.00001,79,73
90,81,-5.99997,-8,-3.47569e-07,-4.53641e-07,7.18408e-07,-3.75068e-08,-7.63703e-07,0.712103,1.54588e-05,240,69,-5.99998,8,84,73
95,81,-6,-7.99999,-2.84308e-07,-1.74164e-07,3.70043e-07,-3.61925e-08,-4.2228e-07,0.930048,5.93565e-06,245,69,-6,7.99999,89,73
100,81,-6,-7.99999,4.58033e-08,-1.53252e-07,3.93515e-07,1.66773e-07,-2.74222e-07,0.551244,9.2822e-06,250,69,-5.99999,7.99999,94,73
105,81,-5.99998,-8,4.38577e-07,-3.76723e-07,3.70977e-07,4.78794e-07,-4.1694e-07,0.21351,1.06382e-05,255,69,-5.99998,8,99,73
110,81,-5.99997,-8,5.01853e-07,-6.13657e-07,-5.49148e-07,5.65774e-07,-6.77579e-07,-0.228728,0,260,69,-5.99997,8,104,73
115,81,-5.99997,-7.99997,7.68009e-07,-5.701e-07,-2.25569e-06,1.41032e-06,-1.21241e-06,-0.517691,1.05537e-05,265,69,-5.99998,7.99997,109,73
120,81,-6,-8,2.06912e-06,-3.46189e-07,-4.22294e-06,3.2939e-06,-1.57097e-06,-0.525629,7.80967e-06,270,69,-6.00001,8,114,73
125,81,-5.99994,-8.0001,4.85254e-06,-1.09046e-07,-5.95074e-06,6.24566e-06,-1.50216e-06,-0.437898,0,275,69,-5.99994,8.0001,119,72.9999
130,81,-5.99991,-8.00006,8.55155e-06,-6.479e-07,-6.43289e-06,9.56458e-06,-1.66093e-06,-0.305117,0,280,69,-5.99991,8.00006,124,72.9999
-135,76,0,0,0,0,0,0,0,0,-1,15,74,0,0,-135,76
-130,76,-5.99996,-8.00004,0,0,0,0,0,0,-1,20,74,-5.99996,8.00004,-136,68
-125,76,-5.99993,-8.00004,-2.59153e-06,4.35131e-07,-2.81923e-06,9.89935e-07,-3.14633e-06,-1.19583,0,25,74,-5.99993,8.00004,-131,68
-120,76,-5.99994,-8.00004,-4.4866e-07,6.27682e-08,-1.03169e-06,3.82804e-07,-7.68696e-07,-1.01551,0,30,74,-5.99994,8.00004,-126,68
-115,76,-6,-8.00002,2.72132e-07,-1.68409e-07,9.73446e-07,5.86107e-07,-4.82384e-07,0.572908,1.03144e-05,35,74,-6,8.00002,-121,68
-110,76,-5.9999,-8.00002,-1.83125e-07,-2.48682e-07,1.87157e-06,7.20457e-07,-1.15226e-06,0.767891,0,40,74,-5.9999,8.00002,-116,68
-105,76,-5.99999,-7.99999,-1.07517e-06,-1.35234e-07,1.52113e-06,2.88849e-07,-1.49926e-06,1.06214,5.12781e-06,45,74,-5.99999,7.99999,-111,68
-100,76,-5.99998,-8.00001,-1.49291e-06,-1.01894e-07,6.42084e-07,-3.13739e-08,-1.56343e-06,1.35457,0,50,74,-5.99998,8.00001,-106,68
-95,76,-5.99995,-8.00008,-1.06351e-06,-1.35897e-07,2.30054e-07,-1.21846e-07,-1.07756e-06,1.44925,0,55,74,-5.99996,8.00009,-101,67.9999
-90,76,-5.99999,-8,1.01128e-07,-1.79663e-07,4.64905e-08,1.03039e-07,-1.81574e-07,0.0820406,0,60,74,-5.99999,8,-96,68
-85,76,-6,-8.00001,1.37929e-06,-1.35274e-08,-5.67196e-07,1.43482e-06,-6.90582e-08,-0.193362,1.17653e-05,65,74,-6,8.00001,-91,68
-80,76,-6.00001,-8.00002,1.68438e-06,1.82023e-07,-1.30695e-06,1.92884e-06,-6.24396e-08,-0.357977,7.50633e-06,70,74,-6.00001,8.00002,-86,68
-75,76,-6,-8,6.44524e-07,4.42863e-07,-7.12575e-07,9.13974e-07,1.73413e-07,-0.647502,1.225e-05,75,74,-6,8,-81,68
-70,76,-5.99993,-8.00012,-8.12284e-07,3.93853e-07,1.03586e-06,5.85732e-07,-1.00416e-06,1.216,0,80,74,-5.99993,8.00012,-75.9999,67.9999
-65,76,-5.99996,-8.00009,-1.46522e-06,-4.20152e-08,1.73886e-06,3.69898e-07,-1.87713e-06,1.12835,0,85,74,-5.99996,8.00009,-71,67.9999
-60,76,-6,-7.99999,-7.21178e-07,-3.07267e-07,3.88551e-07,-2.30367e-07,-7.98077e-07,1.19389,1.16865e-05,90,74,-6,7.99999,-66,68
-55,76,-5.99994,-8.00012,7.37611e-07,-1.50958e-07,-2.18945e-06,1.47477e-06,-8.88117e-07,-0.592632,0,95,74,-5.99994,8.00012,-60.9999,67.9999
-50,76,-6,-8,1.41844e-06,4.53839e-07,-3.65486e-06,2.82614e-06,-9.53864e-07,-0.656379,0,100,74,-6,8,-56,68
-45,76,-5.99991,-8.00011,8.86162e-07,1.11858e-06,-3.47373e-06,2.74312e-06,-7.38376e-07,-0.818802,0,105,74,-5.99991,8.00011,-50.9999,67.9999
-40,76,-5.99991,-8.0001,-1.59354e-07,1.15667e-06,-2.48671e-06,1.90539e-06,-9.08078e-07,-1.02877,0,110,74,-5.9999,8.0001,-45.9999,67.9999
-35,76,-5.99998,-8.00005,-1.00738e-06,7.53616e-07,-1.24559e-06,9.51612e-07,-1.20537e-06,-1.26298,0,115,74,-5.99998,8.00004,-41,68
-30,76,-6.00002,-8.00002,-1.00322e-06,6.80601e-07,-7.68782e-07,7.64201e-07,-1.08682e-06,-1.35664,1.18848e-05,120,74,-6.00001,8.00002,-36,68
-25,76,-6.00001,-8.00002,-8.33241e-08,7.61097e-07,-1.36109e-06,1.13976e-06,-4.6199e-07,-1.06304,1.019e-05,125,74,-6.00001,8.00002,-31,68
-20,76,-6,-8.00002,5.48219e-07,4.80282e-07,-1.7588e-06,1.39431e-06,-3.65804e-07,-0.766094,1.2352e-05,130,74,-6,8.00002,-26,68
-15,76,-5.99995,-8.00011,5.38258e-07,-3.35849e-08,-1.76854e-06,1.18168e-06,-6.7701e-07,-0.629033,0,135,74,-5.99996,8.00011,-21,67.9999
-10,76,-5.99998,-8,-7.672e-08,-7.03659e-07,-8.50864e-07,1.38257e-07,-9.18636e-07,-0.46789,0,140,74,-5.99998,8,-16,68
-5,76,-6,-7.99998,-9.15644e-07,-1.22305e-06,1.24238e-06,-4.29423e-07,-1.70927e-06,0.664118,0,145,74,-6,7.99998,-11,68
0,76,-5.99989,-8.00012,-1.39667e-06,-1.17353e-06,2.81869e-06,1.28654e-07,-2.69885e-06,0.824899,0,150,74,-5.9999,8.00012,-5.99989,67.9999
5,76,-5.99998,-8.00001,-1.27776e-06,-8.59299e-07,2.99598e-06,4.44002e-07,-2.58106e-06,0.854787,6.3235e-06,155,74,-5.99998,8.00001,-0.999985,68
10,76,-5.99998,-8,-8.51948e-07,-3.42501e-07,2.12779e-06,4.96737e-07,-1.69119e-06,0.902899,0,160,74,-5.99998,8,4.00002,68
15,76,-6,-7.99999,-4.3297e-07,1.20044e-07,5.04116e-07,2.17688e-07,-5.30614e-07,1.20121,0,165,74,-5.99999,7.99999,9,68
20,76,-5.99998,-8.00001,2.62603e-07,4.92297e-07,-1.04722e-06,9.13505e-07,-1.58605e-07,-0.893357,1.19842e-05,170,74,-5.99999,8.00001,14,68
25,76,-6,-8.00001,1.07784e-06,2.34537e-07,-1.05705e-06,1.3323e-06,-1.99235e-08,-0.448701,2.99275e-06,175,74,-6,8.00001,19,68
30,76,-6.00002,-8.00001,1.43746e-06,-1.59793e-08,-5.01275e-07,1.47947e-06,-5.79862e-08,-0.166057,1.01673e-05,180,74,-6.00002,8.00001,24,68
35,76,-5.99998,-8.00001,1.14479e-06,-2.29449e-07,-3.02229e-07,1.16121e-06,-2.4587e-07,-0.108239,1.12215e-05,185,74,-5.99999,8.00001,29,68
40,76,-5.99989,-8.00008,7.14754e-07,-3.70314e-07,-6.23232e-07,7.97878e-07,-4.53437e-07,-0.260681,0,190,74,-5.99989,8.00009,34.0001,67.9999
45,76,-6,-8,2.68107e-07,-3.17778e-07,-9.95902e-07,5.52893e-07,-6.02564e-07,-0.519513,3.70653e-06,195,74,-6,8,39,68
50,76,-5.99995,-8.00005,7.57927e-07,2.40734e-07,-1.58548e-06,1.33318e-06,-3.34521e-07,-0.627737,0,200,74,-5.99995,8.00006,44,67.9999
55,76,-5.99994,-8.00006,1.38211e-06,8.01905e-07,-9.74375e-07,1.65903e-06,5.24988e-07,-0.516859,0,205,74,-5.99993,8.00006,49.0001,67.9999
60,76,-6,-8.00002,9.97898e-07,1.40195e-06,3.53741e-08,1.40273e-06,9.97125e-07,1.52713,8.48432e-06,210,74,-6,8.00002,54,68
65,76,-5.99986,-8.00007,-1.40466e-07,1.77891e-06,6.01382e-07,1.82491e-06,-1.8647e-07,1.41898,0,215,74,-5.99987,8.00007,59.0001,67.9999
70,76,-5.99989,-8.00005,-1.64488e-06,1.44464e-06,1.07803e-06,1.53598e-06,-1.73622e-06,1.40293,0,220,74,-5.9999,8.00006,64.0001,67.9999
75,76,-5.99998,-8,-2.52742e-06,7.46171e-07,1.51778e-06,9.13542e-07,-2.69479e-06,1.35372,1.4982e-05,225,74,-5.99999,8,69,68
80,76,-5.99998,-8,-1.83825e-06,1.37138e-07,1.35036e-06,3.45857e-07,-2.04697e-06,1.27098,1.36412e-05,230,74,-5.99999,8,74,68
85,76,-5.99998,-8,-6.37501e-07,-3.11054e-07,1.12468e-06,1.1127e-07,-1.05983e-06,0.926646,1.22397e-05,235,74,-5.99998,8,79,68
90,76,-5.99998,-8,-1.9312e-07,-3.54111e-07,8.39866e-07,1.53963e-07,-7.01194e-07,0.690704,6.70495e-06,240,74,-5.99998,8,84,68
95,76,-5.99998,-8.00001,-5.00978e-08,-1.90344e-07,6.30572e-07,2.02769e-07,-4.43211e-07,0.675974,1.80668e-06,245,74,-5.99999,8.00001,89,68
100,76,-5.99998,-8,1.86613e-07,-1.57239e-07,8.95348e-07,4.9424e-07,-4.64865e-07,0.602061,0,250,74,-5.99998,8,94,68
105,76,-6,-7.99998,5.929e-07,-1.42189e-07,9.59152e-07,8.29576e-07,-3.78865e-07,0.458443,8.96548e-06,255,74,-6,7.99999,99,68
110,76,-5.99998,-7.99998,7.02729e-07,-5.58068e-08,-6.96995e-08,7.04327e-07,-5.74046e-08,-0.0458148,1.17737e-05,260,74,-5.99999,7.99998,104,68
115,76,-5.99997,-7.99997,1.1104e-06,-7.18543e-08,-1.8099e-06,1.60018e-06,-5.61635e-07,-0.496081,6.81521e-06,265,74,-5.99998,7.99997,109,68
120,76,-5.99997,-7.99998,2.84584e-06,-2.41099e-07,-3.36072e-06,3.58402e-06,-9.79276e-07,-0.413917,1.48613e-05,270,74,-5.99998,7.99997,114,68
125,76,-6,-7.99997,6.43798e-06,-7.07229e-07,-4.01607e-06,6.96363e-06,-1.23288e-06,-0.256029,1.99904e-05,275,74,-6,7.99997,119,68
130,76,-5.99997,-7.99998,1.15672e-05,-1.61352e-06,-2.68354e-06,1.17024e-05,-1.74872e-06,-0.100425,0,280,74,-5.99998,7.99997,124,68
-135,71,0,0,0,0,0,0,0,0,-1,15,79,0,0,-135,71
-130,71,-6,-8,0,0,0,0,0,0,-1,20,79,-6,8,-136,63
-125,71,-6.00001,-7.99999,-2.1193e-06,-2.47861e-07,-2.13253e-06,2.35042e-07,-2.60221e-06,-1.14554,3.22636e-06,25,79,-6.00001,7.99999,-131,63
-120,71,-6,-8.00001,-1.34053e-06,-2.19164e-07,-2.69278e-07,-2.03225e-07,-1.35647e-06,-1.45296,0,30,79,-6,8.00001,-126,63
-115,71,-5.99996,-8.00001,-9.34762e-07,-3.44133e-07,1.87554e-06,3.4372e-07,-1.62262e-06,0.937939,8.95771e-07,35,79,-5.99996,8.00001,-121,63
-110,71,-5.99996,-7.99999,-8.21605e-07,-2.8592e-07,2.55081e-06,7.49465e-07,-1.85699e-06,0.888897,8.97534e-06,40,79,-5.99996,7.99999,-116,63
-105,71,-6.00004,-8,-8.27273e-07,-1.56581e-07,1.84051e-06,4.87524e-07,-1.47138e-06,0.960123,0,45,79,-6.00004,8,-111,63
-100,71,-5.99998,-8.00001,-7.17355e-07,1.50535e-07,3.38762e-07,1.82421e-07,-7.49241e-07,1.38473,6.03319e-06,50,79,-5.99998,8.00001,-106,63
-95,71,-5.99998,-8.00001,-2.92969e-07,3.87983e-07,-5.40432e-07,4.8218e-07,-3.87166e-07,-1.23537,6.5405e-06,55,79,-5.99999,8,-101,63
-90,71,-6.00003,-8.00001,4.40436e-07,5.5586e-07,-1.10165e-06,1.05199e-06,-5.56938e-08,-0.837594,7.55615e-06,60,79,-6.00004,8.00001,-96,63
-85,71,-6,-8.00002,1.21389e-06,4.06364e-07,-1.42461e-06,1.62891e-06,-8.65333e-09,-0.527558,0,65,79,-6,8.00001,-91,63
-80,71,-5.99998,-8.00002,1.3679e-06,-2.94523e-07,-1.27256e-06,1.58347e-06,-5.10099e-07,-0.326669,8.35813e-06,70,79,-5.99999,8.00002,-86,63
-75,71,-5.9999,-8.0001,4.31845e-07,-1.12038e-06,3.12765e-07,4.47444e-07,-1.13598e-06,0.0994162,0,75,79,-5.9999,8.0001,-80.9999,62.9999
-70,71,-5.99998,-8.00001,-7.01724e-07,-1.40571e-06,2.49309e-06,2.41571e-07,-2.349e-06,0.647794,2.05766e-05,80,79,-5.99999,8.00001,-76,63
-65,71,-5.99998,-8.00001,-1.02196e-06,-1.41273e-06,3.07449e-06,3.32266e-07,-2.76696e-06,0.722188,8.00642e-06,85,79,-5.99999,8,-71,63
-60,71,-5.99998,-7.99995,-1.83785e-07,-9.513e-07,1.11899e-06,1.10914e-07,-1.246e-06,0.484798,9.79922e-06,90,79,-5.99998,7.99995,-66,63
-55,71,-5.99997,-7.99995,1.25884e-06,-6.83011e-07,-1.6311e-06,1.55591e-06,-9.80082e-07,-0.349321,0,95,79,-5.99997,7.99995,-61,63.0001
-50,71,-5.99996,-8.00007,1.89235e-06,-5.35672e-07,-3.11008e-06,2.65115e-06,-1.29447e-06,-0.453969,0,100,79,-5.99996,8.00007,-56,62.9999
